Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,Year,Month,Day,lagged
2012-03-07,5.008913043478261,5.09,4.96,5.083387096774193,23306.60623543758,116985.59647509723,5.03032275993035,2012.0,3.0,7.0,4.9521093481093965
2012-03-08,5.083225806451613,5.09,4.87,4.984201680672269,22198.853687891664,109503.63538935037,4.9521093481093965,2012.0,3.0,8.0,5.017939604990776
2012-03-09,4.984537815126051,5.07,4.95,5.038359375,42072.39631557646,211075.29294236525,5.017939604990776,2012.0,3.0,9.0,4.952613570041385
2012-03-10,5.03796875,5.07,4.85,4.99,20113.02114747617,99477.93426080742,4.952613570041385,2012.0,3.0,10.0,4.912675791708501
2012-03-11,4.99,5.0,4.84,4.9984186746987955,8798.012891110715,42825.05222220317,4.912675791708501,2012.0,3.0,11.0,4.924174902735944
2012-03-12,4.998305722891566,4.998305722891566,4.85,4.97,16348.118734615871,80239.72455096203,4.924174902735944,2012.0,3.0,12.0,5.000023652533198
2012-03-13,4.97,5.32,4.96,5.286060606060606,19028.039960506536,95401.62547382133,5.000023652533198,2012.0,3.0,13.0,5.326399653273542
2012-03-14,5.283636363636364,5.44,5.24,5.351578947368421,27364.871240978686,146413.18824957532,5.326399653273542,2012.0,3.0,14.0,5.316781262507844
2012-03-15,5.3578947368421055,5.44,5.27,5.31825,33001.534570941316,175759.2740022388,5.316781262507844,2012.0,3.0,15.0,5.326090625
2012-03-16,5.319,5.39,5.27,5.299850746268657,22491.258836235,120247.5744760865,5.326090625,2012.0,3.0,16.0,5.358944537037037
2012-03-17,5.3,5.414088888888889,5.26,5.414088888888889,21832.279083820868,117569.8152969402,5.358944537037037,2012.0,3.0,17.0,5.390694937765567
2012-03-18,5.414133333333333,5.42,5.31,5.313576642335766,11915.909420768987,64057.498908228685,5.390694937765567,2012.0,3.0,18.0,5.244263999178366
2012-03-19,5.313467153284671,5.36,5.02,5.029936305732484,16679.884250595784,87250.88731887931,5.244263999178366,2012.0,3.0,19.0,4.940443821955408
2012-03-20,5.10484076433121,5.37,4.82,4.905802469135803,21628.321491737326,107080.13655273501,4.940443821955408,2012.0,3.0,20.0,4.864336738071642
2012-03-21,4.904197530864197,4.96,4.79,4.926758620689656,27278.056769063132,131175.7183556914,4.864336738071642,2012.0,3.0,21.0,4.864774684223054
2012-03-22,4.926620689655173,4.98,4.79,4.794425287356321,25799.06003224511,125565.6552265394,4.864774684223054,2012.0,3.0,22.0,4.786268553878373
2012-03-23,4.794482758620689,4.98,4.6,4.812214022140221,39434.757530003255,183831.34185545563,4.786268553878373,2012.0,3.0,23.0,4.794816848446178
2012-03-24,4.813210332103321,4.89,4.72,4.72,6033.325648577473,29048.04619487347,4.794816848446178,2012.0,3.0,24.0,4.703832062806251
2012-03-25,4.72,4.84,4.54,4.548939213349225,3567.9141815718517,16778.943417598228,4.703832062806251,2012.0,3.0,25.0,4.583524643720555
2012-03-26,4.549010727056019,4.66,4.54,4.54,4843.999502090825,22110.79699510677,4.583524643720555,2012.0,3.0,26.0,4.679914351851852
2012-03-27,4.54,4.89,4.54,4.753333333333334,14886.398661219051,69254.5766271862,4.679914351851852,2012.0,3.0,27.0,4.813960559584607
2012-03-28,4.754444444444445,4.97,4.72,4.87,28706.92624976562,136752.51106600466,4.813960559584607,2012.0,3.0,28.0,4.83809656033632
2012-03-29,4.87,4.93,4.8,4.8,2472.237301390714,12050.464771661842,4.83809656033632,2012.0,3.0,29.0,4.828018956782058
2012-03-30,4.8,4.91,4.76,4.88082191780822,13838.217187238151,67011.5544864628,4.828018956782058,2012.0,3.0,30.0,4.898852873839318
2012-03-31,4.882739726027397,4.92,4.88,4.903539823008849,26461.64023499061,129554.98527197815,4.898852873839318,2012.0,3.0,31.0,4.874612332387116
2012-04-01,4.9036283185840706,4.92,4.770444444444444,4.770444444444444,11290.28312530935,54411.73049924141,4.874612332387116,2012.0,4.0,1.0,4.841821631553522
2012-04-02,4.7702222222222215,4.92,4.77,4.84,10652.723509621888,51761.344206066446,4.841821631553522,2012.0,4.0,2.0,4.986979799493328
2012-04-03,4.843333333333333,5.04,4.843333333333333,4.908991596638655,15370.06397604479,76924.1503033152,4.986979799493328,2012.0,4.0,3.0,4.943178973761764
2012-04-04,4.909299719887955,5.01,4.86,4.887158469945355,19016.78745559103,93738.82155991958,4.943178973761764,2012.0,4.0,4.0,4.967895973641457
2012-04-05,4.8875409836065575,5.04,4.8875409836065575,4.953934426229508,14959.132325408771,73990.77013505182,4.967895973641457,2012.0,4.0,5.0,4.925073859846559
2012-04-06,4.951475409836066,5.0,4.81,4.9605263157894735,81176.48148492198,398339.1593585538,4.925073859846559,2012.0,4.0,6.0,4.9256832422845
2012-04-07,4.955526315789474,4.99,4.85635294117647,4.85635294117647,16281.832969761303,80193.08726826643,4.9256832422845,2012.0,4.0,7.0,4.74751897432722
2012-04-08,4.856117647058824,4.856117647058824,4.69,4.737446808510638,21551.052286951268,101775.97842068586,4.74751897432722,2012.0,4.0,8.0,4.738475386661211
2012-04-09,4.736702127659575,4.8,4.7,4.777661538461539,11321.553390727773,53621.51722312015,4.738475386661211,2012.0,4.0,9.0,4.79453505581646
2012-04-10,4.777784615384616,4.86,4.75,4.86,79135.56148185888,378194.32170720963,4.79453505581646,2012.0,4.0,10.0,4.830133659119828
2012-04-11,4.854516129032258,4.87,4.78,4.86,35105.70300156169,168837.30373215437,4.830133659119828,2012.0,4.0,11.0,4.861703933245008
2012-04-12,4.86,4.92,4.73,4.847027027027027,10864.720669321148,52962.2539588904,4.861703933245008,2012.0,4.0,12.0,4.887821711847791
2012-04-13,4.85,4.95,4.81,4.89,36864.833977640636,180070.82962861945,4.887821711847791,2012.0,4.0,13.0,4.949110454236611
2012-04-14,4.887959183673469,5.01,4.86,4.968,28751.117522118715,141752.73399500988,4.949110454236611,2012.0,4.0,14.0,4.956628769560829
2012-04-15,4.9683,4.98,4.927948717948718,4.927948717948718,31587.32956400687,156569.1682053529,4.956628769560829,2012.0,4.0,15.0,4.956171529498615
2012-04-16,4.935213675213675,4.99,4.92,4.96,16081.704067235129,79710.06347688899,4.956171529498615,2012.0,4.0,16.0,4.979065972222222
2012-04-17,4.96,4.99,4.94,4.99,46378.799566318,231007.67569026246,4.979065972222222,2012.0,4.0,17.0,5.057850716534422
2012-04-18,4.99,5.147349665924277,4.95,5.147349665924277,18282.186386949394,92487.91673494772,5.057850716534422,2012.0,4.0,18.0,5.135749414113079
2012-04-19,5.147371937639198,5.18,5.06,5.14,32860.01144397893,168457.0696426644,5.135749414113079,2012.0,4.0,19.0,5.1440492378660245
2012-04-20,5.14,5.18,5.11,5.141227436823105,14218.117946154702,73110.70994903766,5.1440492378660245,2012.0,4.0,20.0,5.290984937609496
2012-04-21,5.141335740072202,5.43,5.09,5.19,15958.457920207542,84224.57203774343,5.290984937609496,2012.0,4.0,21.0,5.221497488906516
2012-04-22,5.19,5.26,5.19,5.19952380952381,25241.50793651619,131726.88169440688,5.221497488906516,2012.0,4.0,22.0,5.1857717906222955
2012-04-23,5.2,5.25,5.16,5.174705882352941,14061.513081984356,72991.60459954012,5.1857717906222955,2012.0,4.0,23.0,5.099661308379099
2012-04-24,5.176274509803921,5.176274509803921,4.98,5.1018823529411765,38087.20160077206,194526.76175428176,5.099661308379099,2012.0,4.0,24.0,5.109689316371577
2012-04-25,5.101764705882353,5.14,5.06,5.115725190839695,51242.04600465287,262028.45405615272,5.109689316371577,2012.0,4.0,25.0,5.0956268515752
2012-04-26,5.11,5.14,4.86,5.1103703703703705,24052.299215570954,122125.27699951507,5.0956268515752,2012.0,4.0,26.0,5.043422145914191
2012-04-27,5.109999999999999,5.109999999999999,4.86,5.029333333333334,18740.878135655,94226.8498543352,5.043422145914191,2012.0,4.0,27.0,5.0098247014484025
2012-04-28,5.028666666666667,5.07,4.9,4.92,22476.023795573336,113077.17772375136,5.0098247014484025,2012.0,4.0,28.0,4.902634816035256
2012-04-29,4.923939393939394,4.96,4.81,4.911026747195859,14169.910086934442,69141.32421428386,4.902634816035256,2012.0,4.0,29.0,4.920925736043714
2012-04-30,4.9110353753235545,4.9790909090909095,4.87,4.9790909090909095,11758.884181407226,57769.69672031333,4.920925736043714,2012.0,4.0,30.0,4.954969062006335
2012-05-01,4.98,5.04,4.86,4.992272727272727,25467.89638813591,126002.50320304325,4.954969062006335,2012.0,5.0,1.0,5.0624366489183865
2012-05-02,4.991212121212121,5.15,4.97,5.095625,21217.58677557565,107552.40234420945,5.0624366489183865,2012.0,5.0,2.0,5.09155388653559
2012-05-03,5.095390625,5.13,5.05,5.1,22586.146653160533,114987.65847648836,5.09155388653559,2012.0,5.0,3.0,5.09785312533834
2012-05-04,5.1,5.15,5.07,5.136543209876543,29133.211553431174,148625.52210224088,5.09785312533834,2012.0,5.0,4.0,5.092679688787622
2012-05-05,5.13641975308642,5.14,5.07,5.079142857142857,15964.395878836585,81387.00779445255,5.092679688787622,2012.0,5.0,5.0,5.060436364615536
2012-05-06,5.078857142857143,5.1,5.02,5.084600760456273,47174.85958620322,238502.69486951167,5.060436364615536,2012.0,5.0,6.0,5.042808000561074
2012-05-07,5.084410646387832,5.09,4.97,5.061384615384615,41564.654767560765,209778.97648822668,5.042808000561074,2012.0,5.0,7.0,5.055159002787375
2012-05-08,5.061461538461538,5.08,4.99,5.04989898989899,23278.757031791913,117722.49067776282,5.055159002787375,2012.0,5.0,8.0,5.040796627507805
2012-05-09,5.04969696969697,5.08,5.01,5.061054545454546,19033.200169303498,95891.84989966649,5.040796627507805,2012.0,5.0,9.0,5.021474928701901
2012-05-10,5.060945454545455,5.060945454545455,4.9,5.01,45514.76086087928,228547.71356171917,5.021474928701901,2012.0,5.0,10.0,4.941456763313542
2012-05-11,5.01,5.01,4.87,4.924352941176471,19723.03312045847,97302.52292508542,4.941456763313542,2012.0,5.0,11.0,4.949331944444444
2012-05-12,4.9239999999999995,4.97,4.9,4.97,13955.628807230192,68939.18140079545,4.949331944444444,2012.0,5.0,12.0,4.9426145833333335
2012-05-13,4.97,4.97,4.91,4.94,31874.66778005338,157533.00235498796,4.9426145833333335,2012.0,5.0,13.0,4.926440972222222
2012-05-14,4.94,4.95,4.89,4.9,27919.542108576927,137711.37151082512,4.926440972222222,2012.0,5.0,14.0,4.9514844061607635
2012-05-15,4.900357142857143,5.01,4.88,5.01,30895.0020157575,153272.70401896015,4.9514844061607635,2012.0,5.0,15.0,4.994528439249445
2012-05-16,5.009743589743589,5.03,4.95,5.03,18716.234661202856,93236.82470831863,4.994528439249445,2012.0,5.0,16.0,5.028107638888889
2012-05-17,5.03,5.04,5.02,5.02,16669.6070031434,83839.49466878278,5.028107638888889,2012.0,5.0,17.0,5.037010789973705
2012-05-18,5.02,5.06,5.01,5.059225806451613,27409.906134453387,138122.98234204904,5.037010789973705,2012.0,5.0,18.0,5.065361133512544
2012-05-19,5.059161290322581,5.08,5.05,5.07,21771.107413957474,110398.85622744751,5.065361133512544,2012.0,5.0,19.0,5.052952585135471
2012-05-20,5.07,5.075413870246085,5.03,5.075413870246085,12001.922010255565,60837.356805123425,5.052952585135471,2012.0,5.0,20.0,5.042753543755215
2012-05-21,5.075525727069351,5.09,5.01,5.054814814814814,15899.64865388787,80388.6640816873,5.042753543755215,2012.0,5.0,21.0,5.057829689930494
2012-05-22,5.054888888888889,5.08,5.0,5.07,14943.783782886647,75682.93273812733,5.057829689930494,2012.0,5.0,22.0,5.058283671127895
2012-05-23,5.07,5.1,5.02,5.0479558011049726,35806.49594753362,180804.97320541003,5.058283671127895,2012.0,5.0,23.0,5.074667836131248
2012-05-24,5.0479834254143645,5.12,5.04,5.088514851485148,20410.7924521613,103711.95826319301,5.074667836131248,2012.0,5.0,24.0,5.098956231296205
2012-05-25,5.0885643564356435,5.12,5.0885643564356435,5.09,20047.74103066751,102350.67632803258,5.098956231296205,2012.0,5.0,25.0,5.085392361111111
2012-05-26,5.09,5.09,5.07,5.07,133113.2977836639,677482.6287737475,5.085392361111111,2012.0,5.0,26.0,5.070072445381435
2012-05-27,5.07,5.08,5.0,5.024166666666667,18355.831530666794,93165.5649472195,5.070072445381435,2012.0,5.0,27.0,5.074032696759259
2012-05-28,5.024583333333333,5.08,5.024583333333333,5.08,11112.181851855557,56402.60393842798,5.074032696759259,2012.0,5.0,28.0,5.065492747502812
2012-05-29,5.08,5.109090909090909,4.95,5.109090909090909,16108.77561764413,81693.811060851,5.065492747502812,2012.0,5.0,29.0,5.100222222221737
2012-05-30,5.11,5.13,5.04,5.13,17523.00956465875,89425.03213432997,5.100222222221737,2012.0,5.0,30.0,5.130996785664097
2012-05-31,5.13,5.15,5.09,5.15,23824.918897692918,122152.212124587,5.130996785664097,2012.0,5.0,31.0,5.174958427651007
2012-06-01,5.15,5.24,5.1,5.2225,16018.067333808332,82688.32444833078,5.174958427651007,2012.0,6.0,1.0,5.203642106520224
2012-06-02,5.22,5.24,5.17,5.185555555555555,27353.03092209889,142326.99814293016,5.203642106520224,2012.0,6.0,2.0,5.195302153583418
2012-06-03,5.185777777777778,5.21,5.185777777777778,5.196093294460642,3200.907697638123,16629.46027100037,5.195302153583418,2012.0,6.0,3.0,5.192599891157494
2012-06-04,5.196064139941691,5.24,5.14,5.2196,22779.298285477387,117923.66921178982,5.192599891157494,2012.0,6.0,4.0,5.294971535966217
2012-06-05,5.21,5.49,5.14,5.3914285714285715,16500.0701294206,87654.07476981572,5.294971535966217,2012.0,6.0,5.0,5.399871375344385
2012-06-06,5.395714285714286,5.49,5.33,5.45,12888.644514927359,69855.51431525983,5.399871375344385,2012.0,6.0,6.0,5.433253550734444
2012-06-07,5.45,5.5,5.4,5.5,28444.619017522306,154720.69040324178,5.433253550734444,2012.0,6.0,7.0,5.534099902219861
2012-06-08,5.5,5.63,5.43,5.62,43116.13259776564,237919.22845568645,5.534099902219861,2012.0,6.0,8.0,5.602913690476191
2012-06-09,5.62,5.62,5.56,5.592380952380952,11404.631701240174,63839.523084669345,5.602913690476191,2012.0,6.0,9.0,5.519897062848266
2012-06-10,5.591428571428572,5.591428571428572,5.46,5.476066945606695,11874.805228010026,65541.19449845665,5.519897062848266,2012.0,6.0,10.0,5.466496591780941
2012-06-11,5.476317991631799,5.53,5.4,5.489288888888889,35665.10472140601,194472.0543315567,5.466496591780941,2012.0,6.0,11.0,5.549718038939671
2012-06-12,5.47,5.61,5.47,5.6,18766.802581778833,104188.37132607268,5.549718038939671,2012.0,6.0,12.0,5.798925487275353
2012-06-13,5.6,6.0,5.6,5.9,62427.09455410465,361827.6506015023,5.798925487275353,2012.0,6.0,13.0,5.85315727600294
2012-06-14,5.910175438596491,5.96,5.79,5.822653061224489,33340.99665473592,195083.90218860563,5.85315727600294,2012.0,6.0,14.0,5.870211987084833
2012-06-15,5.823061224489796,5.95,5.56,5.95,28004.414041424796,164434.908193869,5.870211987084833,2012.0,6.0,15.0,6.304475994845856
2012-06-16,5.95,6.52,5.95,6.487777777777778,22184.508689249287,139734.93988711786,6.304475994845856,2012.0,6.0,16.0,6.418233925276713
2012-06-17,6.487619047619048,6.487619047619048,6.34,6.39,6851.949996619,43970.830093434,6.418233925276713,2012.0,6.0,17.0,6.2007555910374625
2012-06-18,6.39,6.39,5.98,6.2195876288659795,39460.56211456322,244719.2645745044,6.2007555910374625,2012.0,6.0,18.0,6.260375162561114
2012-06-19,6.141855670103093,6.49,6.06,6.48,30653.743607972112,191008.50767221424,6.260375162561114,2012.0,6.0,19.0,6.446818691121146
2012-06-20,6.48,6.63,6.26,6.63,21933.87098942567,141493.90952629794,6.446818691121146,2012.0,6.0,20.0,6.654802957432465
2012-06-21,6.63,6.67,6.58,6.67,24699.469524327316,164162.47552455944,6.654802957432465,2012.0,6.0,21.0,6.633338363813655
2012-06-22,6.67,6.69,6.48,6.48,23741.582747617227,157587.35629481619,6.633338363813655,2012.0,6.0,22.0,6.579790719524888
2012-06-23,6.483636363636364,6.67,6.48,6.505839416058395,11302.451891233337,74210.23276970105,6.579790719524888,2012.0,6.0,23.0,6.406906920911123
2012-06-24,6.506277372262774,6.54,6.33,6.437014925373135,33625.4776747098,215793.538277139,6.406906920911123,2012.0,6.0,24.0,6.296539943438912
2012-06-25,6.436865671641791,6.436865671641791,6.11,6.2,36901.533573576606,231426.2009453542,6.296539943438912,2012.0,6.0,25.0,6.276403144966343
2012-06-26,6.2,6.46,6.17,6.382972972972973,29879.894222392868,187391.4150085035,6.276403144966343,2012.0,6.0,26.0,6.421138884858058
2012-06-27,6.382702702702702,6.68,6.34,6.471298701298701,56962.825234885306,369340.2196717431,6.421138884858058,2012.0,6.0,27.0,6.488493444493757
2012-06-28,6.49038961038961,6.54,5.99,6.39,54575.055849057535,352980.764756267,6.488493444493757,2012.0,6.0,28.0,6.512762038724613
2012-06-29,6.39,6.62,6.15,6.534464285714286,114580.59774283714,745363.1690935934,6.512762038724613,2012.0,6.0,29.0,6.576360071080491
2012-06-30,6.532857142857143,6.63,6.5,6.53,25602.505188389347,167516.12729176608,6.576360071080491,2012.0,6.0,30.0,6.5785752884249415
2012-07-01,6.53,6.62,6.53,6.608745247148289,16647.734884061287,109175.61994734246,6.5785752884249415,2012.0,7.0,1.0,6.580945059228975
2012-07-02,6.586996197718631,6.63,6.52,6.63,19907.728181160644,131107.583081257,6.580945059228975,2012.0,7.0,2.0,6.6000053169047606
2012-07-03,6.62578947368421,6.66,6.45,6.502727272727273,59501.34923374718,391045.1790746941,6.6000053169047606,2012.0,7.0,3.0,6.480345562822891
